example_id,customer_tweet_id,agent_tweet_id,customer_text,agent_text,proposed_intent,annotator_label,annotator_notes
GS-0191,813368,813367,"hey @118936 you and @AppleSupport need to help me figure out how to get a refund on a purchase i didn’t want to make, but touch id forced.",@313817 Hi there. For billing issues contact our iTunes Store Support team here:  https://t.co/SDIe7UiyJN,MACHINE_CANDIDATE: payment_or_refund,payment_or_refund,
GS-0192,1957416,1957415,@AppleSupport I just hope that backing my stuff up on iCloud  or using my own SIM card will restore my content,@580811 iCloud is definitely a great source to backup your information on in addition to iTunes. Let's keep looking into this via DM: https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: network_connectivity,other_or_unclear,
GS-0193,1434261,1434260,@AppleSupport can you please help my IPhone 6 keeps dying within a minute after a full charge,@453005 We'd be happy to help. DM us which country you're in and we'll look at your phone in detail with you there. https://t.co/GDrqU22YpT,MACHINE_CANDIDATE: charging_issue,battery_drain,
GS-0194,699567,699569,"@AppleSupport Thank you, we managed to fix it with a forced shutdown. Any touching of the home button was making the iPhone 8+ vibrate very strangely and for quite a few seconds at a time (seems to have happened after iOS 11.1.2 update)","@286890 OK, great. You're most welcome. Thanks for sharing these details with us. Feel free to reach out again if you need us. We're here for you. Enjoy your day!","MACHINE_CANDIDATE: software_update_issue (also_matched: hardware_issue,other_or_unclear)",hardware_issue,
GS-0195,2284090,2284089,@115858 @89562 the two step verification code sucks.  Can’t do it fast enough to work on TV.  #appleUpdates suck.  #ruinedAppleTV,@663767 Thank you for reaching out. Let's get you connected to our Apple TV team. Please use this link to get in contact with them: https://t.co/IBIY3vMgPj,MACHINE_CANDIDATE: account_access,account_access,
GS-0196,2301711,2301712,@AppleSupport I went onto iTunes on my computer and it downloaded on there so I was able to download it to my phone from my computer. Thanks!,@667985 Awesome! We're glad that it worked out for you. Have a wonderful day!,MACHINE_CANDIDATE: app_issue,app_store_issue,
GS-0197,34627,34625,@AppleSupport charging my phone but it’s reducing the battery charge?? Help?!! https://t.co/Ssnoh9ayXN,@123506 We'd like to help you with this. Are you using the charging cable that came with your iPhone? Have you tried another cable?,MACHINE_CANDIDATE: charging_issue,charging_issue,
GS-0198,1144193,1144192,@AppleSupport Hey how much time is expected to raise the application on the store App Store,@389301 We want to see how we can help. Are you experiencing delays in response when using the App Store? Provide us more details.,MACHINE_CANDIDATE: app_store_issue,howto_or_feature,
GS-0199,1526011,1526012,@AppleSupport Thank you Service center resolved The problem,"@473932 Great! We're glad it's working for you. If you need anything else, please let us know. Have a great day.",MACHINE_CANDIDATE: other_or_unclear,other_or_unclear,
GS-0200,1930570,1930569,"Apparently, even though I own the physical CDs and imported them into my iTunes library, once I used Apple Music they were all replaced with downloads and once my sub was up I couldn’t listen to any of my CD imports. What gives @AppleSupport","@574480 We know how important your music is; we'll do all we can to help. To get started, let us know in DM if you use iTunes Match: https://t.co/GDrqU22YpT",MACHINE_CANDIDATE: app_issue,subscription_management,
