example_id,customer_tweet_id,customer_text,annotator_label,predicted_intent,classifier_confidence,top_retrieval_similarity,reply_status,reply_text,escalation_decision,escalation_reason_code,escalation_reason
GS-0114,2986069,Really be ready to throw my phone every time that storage full bs pop up cuz I dead deleted everything   @115858 do better,storage_issue,storage_issue,0.8762027815627855,0.2614949210061499,instructional,"Thanks for reaching out about storage issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Go to Settings &gt; General &gt; About for the version.
Also helpful to confirm: Which iOS version are you currently running?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2615) is below required threshold (0.3000) or no evidence returned.
GS-0115,1818538,@AppleSupport I’m trying to recover iCloud password on wife’s account. Started on Saturday with 2fa. Said wait 23 hrs. Still waiting.,account_access,account_access,0.9616828641862725,0.25096814211768204,instructional,"Thanks for reaching out about account access.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out the steps outlined here: https://t.co/nXAGZj0EE7
Also helpful to confirm: @471890  Did you reach out to our iTunes team as suggested?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2510) is below required threshold (0.3000) or no evidence returned.
GS-0116,2077362,@614384 @115858 same can i refund my iphone bc i get ugly static noises on disc 😫😫😫,payment_or_refund,payment_or_refund,0.8763710919244325,0.26477326364875775,dm_redirect,"Thanks for writing in about payment or refund. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2648) is below required threshold (0.3000) or no evidence returned.
GS-0117,389381,Dear @AppleSupport what should I do if my Bluetooth doesn't work properly on iPhone 7 even after swap for new one?,network_connectivity,network_connectivity,0.3556592456203506,0.42289401810846694,dm_redirect,"Thanks for writing in about network connectivity. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.3557) is below required threshold (0.6500).
GS-0118,661555,"@AppleSupport FYI.  I restored the phone from brand new as you suggested, and now I am stuck on the ""Hello"" page where it asks me to PRESS the home button to continue.  The home button does not work as I mentioned and now I'm stuck without a phone until Monday. @115858",hardware_issue,hardware_issue,0.5105157648351077,0.29596622272186246,dm_redirect,"Thanks for writing in about hardware issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Can you tell us which iOS version you are using please? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.5105) is below required threshold (0.6500).
GS-0119,2860034,"@115858 My IPhone 7 Is stuck on a picture of my homescreen and it wont shut down no matter what I do, even when i try to force shut it down and when i take the SD card out.. how do i fix this?",hardware_issue,hardware_issue,0.38763529513789613,0.22214113787654338,instructional,"Thanks for reaching out about hardware issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.
- How to back up: https://t.co/4f8hwT5to6
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.3876) is below required threshold (0.6500).
GS-0120,1398103,"Every iteration of iOS 11 I’ve updated to on my 6s+, the camera will go out of focus constantly. What’s the deal @115858 @AppleSupport?",software_update_issue,software_update_issue,0.6675643409849222,0.26968930132045243,instructional,"Thanks for reaching out about software update issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out the section titled ""Your photos are blurred or out of focus"" here: https://t.co/r1DRfaFLIU
Also helpful to confirm: To start, can you tell us which device this is happening on and what version of OS is running?",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2697) is below required threshold (0.3000) or no evidence returned.
GS-0121,2815592,"Updated my phone and suddenly it’s glitching like crazy, closing out of apps, and being extremely slow. Thanks @115858 😭",software_update_issue,software_update_issue,0.5375234371455778,0.26378517525013784,instructional,"Thanks for reaching out about software update issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- @535314 Let's work together to get your iPhone back up to speed.
Also helpful to confirm: Let us know which version of iOS 11 you're using via DM to get started.?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.5375) is below required threshold (0.6500).
GS-0122,748817,"@AppleSupport Not getting an error, it’s just not automatically providing transcripts of my voicemail messages anymore. Is there setting somewhere?",howto_or_feature,app_issue,0.6160494952170649,0.2553400417141189,instructional,"Thanks for reaching out about app issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- You can tap the (i) that is located beside the contact or group and remove from recents.
- Go ahead and restart your iPhone for us, then join us in DM to let us know if you're still experiencing this behavior.
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.6160) is below required threshold (0.6500).
GS-0123,1717512,"@AppleSupport how can I remove ""Advanced Mac Cleaner""? It was meant to be Flash. Thanks. #help",howto_or_feature,howto_or_feature,0.758172032450226,0.3301691635150105,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0124,1691860,@AppleSupport why is this a thing and how do I️ stop it? https://t.co/6xqid9AB6a,other_or_unclear,howto_or_feature,0.9423935491627605,0.46424635222124083,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0125,1912801,@AppleSupport my phone doesn’t charge anymore &amp; yes I use the charger that you guys gave me and I’ve tried it on others phone.,charging_issue,charging_issue,0.8140225479489005,0.2522174583755428,dm_redirect,"Thanks for writing in about charging issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2522) is below required threshold (0.3000) or no evidence returned.
GS-0126,2294440,Hi @115858 why have I paid £19.99 for a new charger for it to BREAK in a week????,charging_issue,payment_or_refund,0.4883090872822459,0.2511439012733266,instructional,"Thanks for reaching out about payment or refund.
Based on how similar historical cases were handled, here is what support typically suggested next:
- If you haven't done so already, restart your device.
Also helpful to confirm: Also, does it come up any errors?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.4883) is below required threshold (0.6500).
GS-0127,1899866,@AppleSupport Please fix the IOS 11 battery issue quickly. It takes longer to charge my phone that it does to drain the battery. #notokay,battery_drain,battery_drain,0.9489761132245117,0.34191726499415703,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Which exact iOS version is your device currently running? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0128,1834073,@AppleSupport can you please tell me why my iCloud storage is full with 1 item in 😩 https://t.co/ff6Ocj1AU7,storage_issue,storage_issue,0.9405268020870594,0.47188563033844183,dm_redirect,"Thanks for writing in about storage issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0129,1715358,"@AppleSupport Hi, So if someone loses his iPhone and two-factor authentication is turned on, there's no way to use Find my iPhone !",account_access,account_access,0.8044426230190491,0.3121237477634231,instructional,"Thanks for reaching out about account access.
Based on how similar historical cases were handled, here is what support typically suggested next:
- For any available information on two-factor authentication, check out: https://t.co/RONuUjClwW
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0130,505138,¿Alguien más tiene problemas con la cámara desde la pantalla de bloqueo con la actualización del iOs11? Deslizo y se queda en negro la pantalla. #iOs11 @115858 @119459,software_update_issue,software_update_issue,0.5355744330135604,0.4280247936394532,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.5356) is below required threshold (0.6500).
GS-0131,1516121,Fix this ➡️ I️ ⬅️!!! Please and thank you @115858,other_or_unclear,other_or_unclear,0.8833682466711172,0.893688515491873,instructional,"Thanks for reaching out about other or unclear.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out this workaround: https://t.co/xU1AGHStV6
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,unsupported_or_unclear_intent,Predicted intent 'other_or_unclear' is unsupported for automated handling.
GS-0132,2468124,@AppleSupport I was able to turn off the phone by holding the side button. But my iPhone 7 doesn’t restart by holding the side and home button,hardware_issue,hardware_issue,0.7135743089835538,0.4096012977702941,instructional,"Thanks for reaching out about hardware issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- @568492 That's how to force restart an iPhone 6s or earlier.
- Always try a regular restart as a first step: https://t.co/OWRDHWSt4h
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0133,743448,Am I the only one who can’t use the App Store ? @AppleSupport,app_store_issue,app_store_issue,0.8954436862409023,0.42856768577528953,dm_redirect,"Thanks for writing in about app store issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0134,1926213,@AppleSupport How can I change ?the state I can not change https://t.co/6yCsTvB0uP,howto_or_feature,howto_or_feature,0.8252803866552257,0.3292709535521676,instructional,"Thanks for reaching out about howto or feature.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Go to Settings &gt; General &gt; Accessibility &gt; Reduce Motion.
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0135,164240,@115858 and their stellar hardware/software experience. Fix it before you release it. #notahappyprofessor https://t.co/57vgaXsdMO,other_or_unclear,hardware_issue,0.7418085029101137,0.25928321615200534,instructional,"Thanks for reaching out about hardware issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out this article for help: https://t.co/sDSg942Lx2
- Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2593) is below required threshold (0.3000) or no evidence returned.
GS-0136,1783184,Uhh I’d like to change my Apple Music subscription but it won’t allow me to do so. @115858,subscription_management,subscription_management,0.9591879798840024,0.3413526030833881,dm_redirect,"Thanks for writing in about subscription management. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0137,1086814,@AppleSupport So reluctantly did the 11.0.3 update and now the battery life on my phone is horrible. When do we get a fix?? 😡,battery_drain,battery_drain,0.947242349273699,0.30204174147193924,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0138,395560,@AppleSupport new Sierra high update sucks 😩 It literally has been over an hr my 12 photos have been trying to import from SD card!,software_update_issue,software_update_issue,0.4462386701785821,0.23742133075427183,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Which iPhone do you have &amp; what version of iOS? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.4462) is below required threshold (0.6500).
GS-0139,687982,@115858  my iPhone X speaker crackles. It sounds like when I have high output from my computer to crappy speaker,hardware_issue,hardware_issue,0.7208993809840941,0.9924490753247568,dm_redirect,"Thanks for writing in about hardware issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0140,2406717,@AppleSupport So only if I pay for Apple care you guys are actually gonna help me?,other_or_unclear,payment_or_refund,0.20486787479720422,0.2329343473812523,dm_redirect,"Thanks for writing in about payment or refund. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2049) is below required threshold (0.6500).
GS-0141,496796,Please fix the “I.t” problem @AppleSupport @115858,other_or_unclear,other_or_unclear,0.6285290144438535,0.681919682462212,dm_redirect,"Thanks for writing in about other or unclear. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,unsupported_or_unclear_intent,Predicted intent 'other_or_unclear' is unsupported for automated handling.
GS-0142,337032,"@AppleSupport Thank you. Do you have info about when it will become available here as well, or is it to be determined?",howto_or_feature,howto_or_feature,0.14363409188104895,0.3021437711374689,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.1436) is below required threshold (0.6500).
GS-0143,709505,"@AppleSupport New podcasts update without a problem, the issue is if I listen say 50% on iOS it doesn't show that as being listened to on iTunes, etc.",app_issue,software_update_issue,0.275055746249357,0.17150811626142198,instructional,"Thanks for reaching out about software update issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- If you haven’t yet, please back up your device and update it to iOS 11.1.1.
- For more info, check out: https://t.co/4f8hwT5to6
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.2751) is below required threshold (0.6500).
GS-0144,2496104,1 month after getting the iPhone 8+ I’m experiencing problems with the home button and slowness. 🙁 🙁@AppleSupport,hardware_issue,hardware_issue,0.3787801365495274,0.2747095650700135,dm_redirect,"Thanks for writing in about hardware issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What sort of issues are you having with the Home button? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.3788) is below required threshold (0.6500).
GS-0145,889079,"Hi @AppleSupport, please open up iPhone #NFC to support FIDO #U2F #2FA...cc @67 @331078",howto_or_feature,howto_or_feature,0.1789700498476716,0.7344671767392187,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.1790) is below required threshold (0.6500).
GS-0146,408463,A ustedes también les pasa que no ven la barra de estado con el iOS 11.0.2?? @AppleSupport @115858 https://t.co/bku3KLp7Qq,software_update_issue,software_update_issue,0.411556421377588,0.31785105010992837,instructional,"Thanks for reaching out about software update issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Please let us know if this happens right after a regular restart via DM?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.4116) is below required threshold (0.6500).
GS-0147,292925,"@185631 @115858 It’s not my battery life that’s the issue Apple, it’s how delayed my phone is being.",software_update_issue,battery_drain,0.9139920665495938,0.2522725282342908,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2523) is below required threshold (0.3000) or no evidence returned.
GS-0148,493531,"Because @115858 sucks.  I lost 6,000 photos on my iPhone.   That’s a whole year of my baby girl I won’t get back.  I will NEVER EVER BUY AN IPHONE AGAIN.  I’ve never been so frustrated with a phone in my entire life.",other_or_unclear,battery_drain,0.21186369925108794,0.22597607831237343,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2119) is below required threshold (0.6500).
GS-0149,2595524,@AppleSupport I can’t download anything from the AppStore can you help me?,app_store_issue,app_store_issue,0.9297096379573643,0.49972272665293765,dm_redirect,"Thanks for writing in about app store issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What happens when you try and download? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0150,982064,@AppleSupport hi. Trying to reset my Apple ID password. It doesn’t recognise my trusted phone number. Please help!,account_access,account_access,0.9822110615985871,0.3635483472833366,instructional,"Thanks for reaching out about account access.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out this article: https://t.co/ZTde7mzxXQ
Also helpful to confirm: Have you tried resetting the Apple ID through our website?
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0151,1858749,"@AppleSupport Thanks, but all apps are up-to-date",other_or_unclear,software_update_issue,0.28252707514381403,0.6399991226263261,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2825) is below required threshold (0.6500).
GS-0152,2324575,Ugh fix it!!! @115858 @123765,other_or_unclear,other_or_unclear,0.5513590758585833,0.6230507458324274,dm_redirect,"Thanks for writing in about other or unclear. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,unsupported_or_unclear_intent,Predicted intent 'other_or_unclear' is unsupported for automated handling.
GS-0153,2149135,@115858 HEY my shiny new #iPhoneX will not let me get apps from the App Store? What the heck? https://t.co/C3566kXJXH,app_store_issue,app_store_issue,0.4534010317828035,0.3990948492644088,instructional,"Thanks for reaching out about app store issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Let's make sure you have a recent backup, then update to 11.1.1 as listed here: https://t.co/ahjigcvFRG
Also helpful to confirm: Are you downloading updates or new apps?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.4534) is below required threshold (0.6500).
GS-0154,1887424,Really funny that my recently new iPhone 7 Plus’s battery dies all the time now the new iPhones are coming out isn’t it @AppleSupport 🤗,battery_drain,battery_drain,0.6154414051161519,0.3741684041599334,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.6154) is below required threshold (0.6500).
GS-0155,1396207,"@AppleSupport, I upgraded to 11.0.3 and battery life is far worse and apps all run slowly ... help ...",software_update_issue,battery_drain,0.9424066587641357,0.2999999536630497,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.3000) is below required threshold (0.3000) or no evidence returned.
GS-0156,2304317,@AppleSupport my iPhone X seems to pair with other bluetooth devices. Once paired it cannot seem to connect to them. Any help on this?,network_connectivity,network_connectivity,0.5471308184575853,0.2622168534981213,dm_redirect,"Thanks for writing in about network connectivity. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.5471) is below required threshold (0.6500).
GS-0157,2675764,Help! @AppleSupport #iphone keeps crashing in every app https://t.co/MFphxUSbsT,app_issue,app_issue,0.6250548989221866,0.37715221153178263,dm_redirect,"Thanks for writing in about app issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.6251) is below required threshold (0.6500).
GS-0158,2683660,@AppleSupport What is the status of an annual subscription to #Apple music family plan?,subscription_management,subscription_management,0.9983721186351364,0.33892225695018496,instructional,"Thanks for reaching out about subscription management.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out this article: https://t.co/Axn8d2wJz2
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0159,1151895,@135834 @115858 Sir iphone 5s is so laggy and battery is just draining it requires 2.5 charge a day,battery_drain,battery_drain,0.7902389780374771,0.3218878593180044,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Which version of iOS is currently installed? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0160,43358,"locked out of my apple ID bcuz my old phone broke &amp; i had 2 factor authentication on , no one should ever use tht shit @115858",account_access,account_access,0.9416210389209406,0.22688378170364099,dm_redirect,"Thanks for writing in about account access. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What happened to your iPhone? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2269) is below required threshold (0.3000) or no evidence returned.
GS-0161,2492292,@115858 FIX THIS GODDAMN BUG ASAP I️ I️ I️ I️ I️ CHHHHHR I️ I️ I️ I️ I️ ST,other_or_unclear,software_update_issue,0.33974367841314096,0.6137900972455037,instructional,"Thanks for reaching out about software update issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.
- How to back up: https://t.co/4f8hwT5to6
- If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1.
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.3397) is below required threshold (0.6500).
GS-0162,1676852,@AppleSupport Can you still purchase AppleCare + for the iPhone after the 60 days window?,subscription_management,payment_or_refund,0.23855892525059877,0.42378575664206697,dm_redirect,"Thanks for writing in about payment or refund. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2386) is below required threshold (0.6500).
GS-0163,1285701,So #FindMyiPhone works but how do I get my phone back? @AppleSupport https://t.co/ylOcsa4BQt,howto_or_feature,howto_or_feature,0.9124903267469854,0.3173186066429427,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0164,1850229,@AppleSupport I've updated and battery drains fast and iPhone 6 slow. Now it is dead and won't charge. Just shows as charging but never does,charging_issue,charging_issue,0.8957129035997964,0.2398496721582925,dm_redirect,"Thanks for writing in about charging issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Which iPhone model do you own? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2398) is below required threshold (0.3000) or no evidence returned.
GS-0165,1638781,@501111 Talk abt it. But @AppleSupport they dont give a shit to fix this up. Bluetooth issue is still there. And phone slowed dwn too,network_connectivity,software_update_issue,0.20663044449793247,0.2130307570486008,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2066) is below required threshold (0.6500).
GS-0166,184386,@AppleSupport @115858 Here the recording with microphone on. https://t.co/s2lJ7lwovD,hardware_issue,hardware_issue,0.24353504603360537,0.41459830636666395,dm_redirect,"Thanks for writing in about hardware issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Can you tell which iOS version you're running? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2435) is below required threshold (0.6500).
GS-0167,2015278,"This is asinine,to copy my tickets to apple wallet I have to access email from Safari instead of Outlook. I thought cross functional compatibility was new buzzword. @AppleSupport @122427",app_issue,account_access,0.29516884090653533,0.20186612792592207,dm_redirect,"Thanks for writing in about account access. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share a bit more detail about what you are seeing? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2952) is below required threshold (0.6500).
GS-0168,2805211,"@applesupport. Rebooting phone took me from 35% to 57%.  Odd that I can drop from 65% to 35% in 20 minutes, then gain 22% after plugging in just to get the phone to boot again. The support chat from the other night showed no hardware issues.",battery_drain,hardware_issue,0.6800695541885994,0.20620162210893922,dm_redirect,"Thanks for writing in about hardware issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What exactly is the issue and on which device? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2062) is below required threshold (0.3000) or no evidence returned.
GS-0169,480619,"An app froze and as I tried to exit out of it, it charged me a bunch of money for a subscription. Trying to get it resolved has probably been the worst experience I’ve had with my iPhone so far. @AppleSupport",payment_or_refund,payment_or_refund,0.6903719667158648,0.2651101211269621,instructional,"Thanks for reaching out about payment or refund.
Based on how similar historical cases were handled, here is what support typically suggested next:
- When did you update to iOS 11.0.3?
Also helpful to confirm: When did you update to iOS 11.0.3?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2651) is below required threshold (0.3000) or no evidence returned.
GS-0170,2413681,@115858 @AppleSupport why when I wake up my iphone isn’t hooked up to the wifi and when I try to connect it doesn’t work but does on other devices? Then when I forget the network it says incorrect password.,network_connectivity,network_connectivity,0.6375510034642075,0.2325330908998232,dm_redirect,"Thanks for writing in about network connectivity. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.6376) is below required threshold (0.6500).
GS-0171,2068601,"My iPhone 8 + is getting overheated near power button, seems there is a lack of some testing,  @AppleSupport ,@115858",hardware_issue,hardware_issue,0.91333116333254,0.3885230334457318,dm_redirect,"Thanks for writing in about hardware issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
